track_id;track_name;query
07CQ0ux2CwbaVN05sfG1zN;"Sleepy Eyes";"mode breaking the mold where did the rain go kiss me with your"
07CyrZF9eVd02zzIse7tZA;"In Between Days - 2006 Remaster";"was true that it couldnt be me and be her in between without you without"
07e2UjDMuFZyOiu8Xo3CwX;"Got To Get It";"im here to treat you right come on wont"
07eET3PAzpSz5CLE4wGgN5;"Inocente";"yo sé ya me contaron esas cicatrices"
07efOAoPwcRdd4W6gi8BRF;"I Wanna Sex You Up";"let me rub you down ooo i wanna sex you"
07F7zczrjCccG67nrFl3ai;"Million Years";"carried your heart in my hands you promised me that we would never grow"
07fqonJcksfEG2Fav9SDA2;"Make Believe";"agree or am i living a"
07GvNcU1WdyZJq3XxP0kZa;"Go Your Own Way - 2004 Remaster";"everythings waiting for you you can go your own way go your own way"
07HPV6hzecJmMJwsIX8YVU;"He Could Be the One";"im going crazy about him lately and i cant help myself from how my"
07idyjb93qYavu1s29HtBi;"Drop In the Ocean";"see what the earth brings and dont sweat the"
07iEoapGlHKFWWdM2YRsiy;"The Second Brightest Star";"england is dreaming of the change of the seasons the song of the hedgerow"
07ipXN6CNTw34qwSYePKpg;"Summer on You";"yeah ill pick you up after and"
07jFllpAwipdNXstXHFtHk;"Mine";"talk but i was overwhelmed"
07K9jPEoVsqoEopODxiAUs;"Living in Oblivion";"in oblivion living in oblivion lalalalalala lalalalalala in oblivion"
07KHJvlYBeQVqrmifTEqEp;"Dream On";"with me its just for today maybe tomorrow the good lord"
07KXEDMj78x68D884wgVEm;"High Fashion (feat. Mustard)";"no applause high fashion like goyard"
07L6tEZIfCX3GZAWCpGj0e;"22";"lo bueno hoy quiero vivir mis veintidós y yo te prometo no me vuelvo"
07lqfibBtpw1ud24u0uULj;"Keep Watch";"the stars the mirror in the telescope pinpoint"
07nH4ifBxUB4lZcsf44Brn;"Blame";"blame it on the night dont blame it on me dont blame it on me"
07OKKRUAmBaJDf8YGF1PD5;"Do Me Like A Drug";"drug dont ever look back at anything behind us"
07Oz5StQ7GRoygNLaXs2pd;"Good as Hell (feat. Ariana Grande) - Remix";"check my nails baby how you feelin feelin good as hell hair"
07OzC5JlcaDwEkzWmvqp6y;"Nasty";"that in that nasty car nasty boys whos that eatin that nasty food"
07pBDImHZhH5XW6xz9Wob6;"The Beard Song";"blowin in the wind quite legendary like old abe lincoln we got"
07plBjARJU1Itic3kQuV4Z;"Siempre Peligroso (feat. Fermin IV Caballero) - feat. Fermin IV Caballero of Control Machete";"vela pa la pelea cuando crees que tu ganas"
07q0QVgO56EorrSGHC48y3;"I Was Made For Lovin' You";"yeah ha na do do do"
07s9NNOT0sZQp7TyolLLgu;"Own It (feat. Ed Sheeran & Burna Boy)";"dey do me wey just dey scatter my brain ah scatter my brain thug"
07TaUxan2koUnBPPzrtU04;"Dr. Beat";"doc doc doctor beat i just dont know dont know wont"
07tOsOR7E9zW89v2FqzsdG;"Busy Earnin'";"earnin you cant get enough you think that all your"
07trtA9L3paByfzsIf6pZH;"Control";"i want control i want control"
07Tx168RSsUS1HqkDIOZbH;"Cupid Shuffle";"oh oh down down do your dance do your dance yeah yeah down down do"
07VwdDnNr05uJGgpM1IG40;"Ice";"pegao pegao knockout ok ok las pakas las cuento all day haciendo dinero"
07yM5vxBxAIXWzNqu1BnF6;"Por Contarle Los Secretos";"el que come callao come dos vece chosen few"
07zL0LP8Xt2CCM8MXA5PJh;"Lil Mama";"you wanna go dressed in saint laurent attitude so"
07zV7KJhD507OPDD0NUuj2;"Lower";"done lower than i thought wed go"
0832Tptls5YicHPGgw7ssP;"Beast Of Burden - Remastered";"on my feet but put me out put"
084ILpH20VSBeamcU7mM4K;"Drown";"to spend my time and swim out farther why did you have to let me"
085JBuPwP0YbPgc2t6Lscc;"Not Backing Down";"me now no im not backing down no im not backing down down down"
085XpQzAKm4nAfcfRp2get;"Get Free (feat. Amber Coffman)";"we could never get free i just wanna be i just wanna be look at"
086myS9r57YsLbJpU0TgK9;"Why'd You Only Call Me When You're High?";"the same shite i need a partner well are"
0871vn05d33xTvZllwVWKq;"Sass Cafe";"a man with money who came to play welcome to sass cafe where"
087B7ONFOiKkkMVmg83md0;"Hello Hello";"last night youre a problem but youre"
087zhxfoAGzPjlaGJz2CuR;"Dare You - Radio Edit";"cry i dare you to run i dare you to try i dare you"
088eGKZm5dgDxFauCEwOqp;"Real Eyes";"up beauty in disguise a glimpse of your face will be my"
08bNPGLD8AhKpnnERrAc6G;"FRIENDS";"it clear yeah i made"
08Ed6CXK8Ibk5XvLgm8g4q;"Me Myself & I";"and i so this is"
08IIDDeGMsbKnkSHTVX9Cj;"All Day All Night";"you doin bobby brown im alright"
08j5bEz5uMlE9zCFvLyaDr;"Celebration (feat. Ky-Mani Marley)";"the wind smile its where the good"
08JVaI77aIffN0wNjTOG4b;"Ready for Love - 2015 Remaster";"for love oh baby im ready for love ready for"
08Kj0lvbsqAxzeUOBYZRL6;"Good Nights (feat. Mascolo)";"or maybe i just wont call"
08MbvwVOZdMNESjkoVdXxE;"Where Do We Go";"dont know where to go and i dont know"
08mG3Y1vljYA6bvDt4Wqkj;"Back In Black";"with a bullet im a power pack yes im in a bang with a"
08o75xMKmGrKny6GsXrNJW;"Little Lies";"id rearrange just a day or two close my close my close"
08onVqQ8YicJ98Ycm1qoLf;"Urgent";"see how urgent our love can be its urgent you say its urgent make"
08oolgtQ3uYjZDXNK1VCC6;"California";"down on a 63 glock 17 and"
08PjS6opdc0vLlaf0Z7YIl;"Dogs of War";"up from you i cant stop the dogs of war i cant"
08PPWoWOXNWxWoMGSADdSq;"Say It's Gonna Rain";"for you theres only one thing id like"
08qjPXZBdEyif5PxU2AY9S;"Sway - Chainsmokers Remix";"it slowly darling this time im feeling a change stop thinking too"
08rBIlTMXlF5uEHobZglxv;"Million Pieces - M-22 Remix";"a million pieces oh it breaks my heart into a million pieces if its gonna"
08smDzfxppUCFABj6FU2Xh;"Lebensborn - Update";"cannonfodder breeded for the front little aryan pimpf is this what"
08UUpcePtj2DEgjPAQHxQT;"Triste";"siento que pierdo la juventud rezo en la noche por mi salud triste"
08V9Lvq19LbR3IlgL2AYXv;"Drop Your Love (feat. Dirty Radio)";"your lips cause you taste just like mimosas"
08vJxMYhmZu6YTWqVmLgrA;"The Hunted (feat. Sully Erna)";"falling now im the hunted im"
08XmoAjG6I2vbsONnFmDWg;"I Follow Rivers";"where i unravel be my only"
090rX2ouW974AT3dFCxJpc;"Axel F - From "Beverly Hills Cop" Soundtrack";"instrumental"
096rnp428bZTuaiKcl7bHM;"She's Long Gone";"corn her eyes are rubies and pearls and shes not made like"
098tAg0yjz9ds5oys4MAPG;"All In My Head";"look so great time for me to move on"
09CtPGIpYB4BrO8qb1RGsF;"Sorry";"go ill go and then you go you go"
09CWfcYFhVhB1Bzfz1cLJ7;"Sleep Talking";"let you sleep in might"
09dUClsKgQ2uyonfqJqeCB;"Youth (Qrion Remix) [feat. Satica]";"it got me thinking is this really real you know im about it everyday is"
09dwF4F9mJSoy5oHd2HWFg;"Nudies";"james 24hrs 20 trippin yeah dont you playin with my"
09Esxq6Hmjdw9ppzwaM7eK;"Looking Back - Walden Remix";"to stay i shouldve just stayed away stayed away i shouldve just"
09EwNbGvUyu7BDEYG0cJro;"Can't C Me";"ive gots to get moyou"
09fyn2OvOyE55zYnQnZbGY;"Let Me Roll It - Remastered 2010";"something i understand you gave me loving in"
09gFwNPx8KlrXXDTbVXGtt;"Cosmic Dark";"dark discovery youre go for apu shutdown on time cosmic"
09I1TnKW1WPtD8tnQxRtkD;"You're Makin' Me High";"lick and we can go flying into ecstasy oh darling you and me light"
09iJxFlCK7k2IJYwflXZ2m;"Ella Me Cautivo";"me pone mal muy mal show muévelo dale dale muévelo me pone"
09IStsImFySgyp0pIQdqAc;"The Middle";"losing my mind just a little"
09iWF1Hs988cmZneyLeZ2V;"News For You";"news for you yeah baby your bodys already with satisfaction ive shown you"
09JODSGxZqEhyoD0OX23Bs;"Big & Loud";"in those eye girl youve got me hypnotized i love you big and loud i"
09lgtisfbv0A7IdGAHGrOS;"ANGST II";"choosing the latter one and judas my"
09nSCeCs6eYfAIJVfye1CE;"Oye";"la razón te advierte el corazón traiciona wohohoh pero no hay invierno que sea para"
09nssae4OveYZLhXI1wYQX;"Genie in a Bottle";"the musics fading and the lights down low just one more dance and then"
09nxdcY2oYo57fJrG6CCCT;"Dragostea Din Tei - Original Romanian Version";"nu mă iei nu mă nu mă iei nu mă"
09oCOptpWAPyV0gqxBUCJr;"Champion";"i can live through this if i"
09Oj9xexrJ5N5hzMoOHgh5;"This Is The Shack";"this is how we act caps i peel flex"
09okoLt0vlZKhRVv6y8NVo;"Sun Is Shining - W&W Remix";"gonna be alright dry your tears and hold tight"
09OO7Q2aOnwUA1as7cgiaP;"In Da Club";"a hug if you into gettin rubbed rubbed my flow my show"
09oZ9eXQ2fo6YDrPzJqAoP;"Outta My Head (with John Mayer)";"cant get you outta my oohwoah oohwoah oohwoah oohwoah"
09PFYYJuXJ961Kp8ZIxxpx;"Point of No Return";"at the point of no"
09PGyODYYlVsL49N7TR914;"Pedro Navaja";"vista de esquina a esquina no se ve un"
09PTdECef2Uxix7ma0HCxs;"You Could Be Mine";"its nothin new to youcause i think weve seen that"
09pW7wXspkEkd8gjE93prk;"Rockstar (feat. DV8)";"different faces and we rock them"
09qIdioXLJPGXAM9zsy20v;"Aprovecha (feat. Daddy Yankee)";"química haga el trance quizás no habrá otro chance"
09QZAEmdbq28OaNyqTOEvY;"Icky Thump";"to mexico ahh well what a chump well my head got a bump when i"
09QZhXZMOAWdOvNFZnJwQ9;"Fre$h";"la bici todavía se están preguntando que hice what yeah todavía se están"
09s7AzC1vXpkIBS8xphJgP;"Come With Me";"world my girl so i i want to know if you really"
09TcIuH1ZO7i4vicWKoaN2;"Papaoutai";" où tes papaoutai où tes papaoutai où tes papaoutai"
09TZsMHXEtQkdmMJZPLKup;"UP THE SMOKE (with Offset)";"ice ice ice fuck my bro smash"
09wrW4mdaoBrOFY6KSR94h;"Heaven";"praise our shared destiny be sure"
09xGoSMPNhCqctq7x3HN5x;"Into You (feat. Tamia) - Radio Edit";"woulda traded it all in orderly fashion my villa in florida we"
09xGWzgSw8zp5oS1x5ogym;"Melaza";"arriba humilde ánimo como lo digo yoyo hey scooby doobie bulla en la casa"
09xnGXVrbniWV4mLTgGyD5;"Tus Ojos No Me Ven - feat. Joewell y Randy";"supieras como estoy sufriendo a él saber que ni siquiera tengo aunque"
09Y1WTdCYfvdJegsPte1A2;"Los Olores de Tu Alma";"no me tengas miedo amor"
09yhMTRqQ1I1dniu3PoIQi;"Don't Kill My High";"waves you saying that im so far"
09yLdUZdymzX8iocIUxem5;"Side To Side - Slushii Remix";"here all night baby ive been here all day been here all night baby"
09YXhYMYIHZBHVKGEQrSQF;"Return To Love";"it all to see the world that we make ill return to love and take"
0a4agFmqHXxcZl1nho1BxM;"Heart Of Glass - Special Mix";"of glass seemed like the real thing only to find much o mistrust"
0a4vQ58TiGl8Z77EEAvQCx;"Uncertain Smile - Original 7" Version 1982";"in but if the sweat pours out just shout ill try"
0A52Tcklg6nNjkCNFrHwyM;"Whipping Post";"the whipping post tied to the whipping post good lord"
0A5gdlrpAuQqZ2iFgnqBFW;"Moonlight";"your mood right shawty look good in"
0A5qqtFMG1qrNQEcjvr1A2;"Break the Rules";"school i just wanna break the rules boys and girls across the world putting"
0A7uLa2SqVK5s5Y2V3kCyW;"Good Looking";"en playa y por ahí anda fronteandote oye su cuerpo de sirena cogiendo sol"
0AA6zq5ArZ1sSH7VIMi4NK;"This Is Why I'm Hot";"how i record i gave em"
0AAl3LtvIhEilWXZmYHeh5;"More";"enamores more more pues toma pa que te enamores more more desde"
0aAVBcORefVNADGxgqh8XM;"Getaway";"youre my getaway tonight its getting dark lets light"
0abrjTBmZ4xiA3seMA4pTu;"Digging My Own Grave";"me darkness consuming tempting me"
0Acc8Z2mhTiU6ceB4DEyCt;"Los Angeles Times";"x to the z dont p la why test without vestes stop lead projectile"
0aCI9tg8Pb9l1uoOPk9R8n;"Love Like Mine";"find a love like mine you cant find"
0aCjE4cpIQxLQcaNAj1xgW;"Ronca";"yo ando cazando con el tonka eliel ronca yo ando cazando con el"
0AcLrSfAEBQcUnHOTm5pXg;"Get It On Tonite";"me we need to go somewhere yeah"
0AcmTuNAihP5wlws9eBwQc;"Boy I've Been Told";"i see a memory of how it used to be before our"
0ADG9OgdVTL7fgREP75BrZ;"Ain't My Fault";"you in trouble now see yourererere too irresistible yeah thats for sure so if"
0ADZ5dmXhlfzjMw6lefoPl;"Far Away";"one chance just one breath just in case theres just one left cause you"
0aEb1gDzaQMb53iXXoM7Lj;"The Kids Are Alright - Mono/Stereo Version";"got to get away and i know if i dont ill"
0Aergaee1PD3zbWcjxcUJl;"Shakin' Off The Rust";"bit walked through the fire made"
0aersVHlGGXcHeRvHtuaSt;"Dancing On Glass";"youd better believe i keep my reasons"
0afhq8XCExXpqazXczTSve;"Galway Girl";"i took her by the hand said baby i just want"
0AGh7lxZOWUhLL0FqrXHjX;"Free (feat. T-Jay)";"all i wanna be is me all i wanna be is free all i"
0AGJuICX9Uhne0ER96c4Rw;"Freak Like Me";"of our cages they cant tame us so if youre one of us get"
0aH8X88VkmMpDK6tGcwRd1;"Kisse Misse";"i love the way he kisses me"
0AHHDAHFRaT82UVw5fMr1R;"Vice Grip";"hope for the hopeless a light in a light in the"
0aHOXu219Z4MqEKwiKsddl;"Show Me Love";"belongs in your hand belongs with with me blanket on"
0AhRPDuVwHkLAACbPXidb3;"If I Lose Myself - Alesso vs OneRepublic";"to sea you can see your life out of the window tonight"
0aHWQ6E8E4YejHS1P3D8t6;"Rich Boy";"she dont love you she dont she dont love you watch from the"
0AhZNtpPVaC4TApU3H76nL;"Him Or Me - Edit Version";"him do you really want me do you really want him"
0AICBlLzFCTpUqmAbtzB2z;"Love Scars";"shawty this is not no scrimmage scrimmage swear that i did it did it i"
0AJ62x1CXjJf3VW25CeZXa;"Stairway To Heaven";"if the stores are all closed with a word she can get what she came"
0ak9xScGzG7JaA1BUlLb7S;"Severed";"to the landslide gonna leave you all severed gonna leave you all severed i alone"
0AKejOKlGdiB53QpwAeenO;"Don't Wanna Know";"way i used to love you oh i dont wanna know and every time"
0aKNU0pxAon4dXwjY4GreO;"Storm (feat. Kyra Mastro)";"come i feel it i feel it come i feel it i"
0aKoR2iMGuqAUBBCdRwII8;"Prettiest Virgin (Radio Edit)";"fly i wish you could"
0AkQbXGN4KG34TS7xLrM68;"Kiss You";"get this kind of rush baby say yeah yeah"
0akyEssGRVHstqCSWXusJL;"Fuentes de Ortiz";"salen yo pienso en ti mi amor qué"
0akznwBCaPCVAtiGblDtHt;"Cold Ain't For Me";"me i wish my worries would wash into the sea cause its far too"
0al9yd2pRDUY7GIYUnlxH3;"Schreibe mein Schicksal";"der wind was für teller"
0aLG42zaidNkblhiQgJknP;"WANT";"and soul 눈 떠 너의 소리를 들어봐 넌 뭘 원해 난 네가 몰랐던"
0alWUvsJHk83HVWCnyCG51;"Suave (Remix)";"na estoy convencido de que tú eres"
0amPDBn2wSRl0vRyWSLk5v;"The Bottle";"all mine the end of time youre"
0aMs9TzfoK8n8nRxatnNkQ;"Who's Got Your Love - Mike Williams Remix";"tonight got your love tonight who whos got your love tonight"
0aN6WpOVcTE8fmmZybZzc7;"Without Love";"love youll never catch me cryin"
0aO50JeAEI5ArPOPsD5lwi;"Conquista";"yo vi un día que estaba trotando en"
0aOluBqXYd0rFSCsgDyAWX;"Take Me to Church";"let me give you my life if im"
0Aqlt4N5h6rUtKnd09VXpr;"Grillz - Dirty";"tell em make me a grill smile for me daddy"
0AQqoPKwh92bCrR0Vr7gGs;"So Good (feat. Raekwon)";"i dont wanna go on i dont wanna be wrong"
0AQXOzjEG2ofwGrDyqUY7H;"Seppuku (feat. Suicideboy$ & Jgrxxn)";"do it yourself then its"
0arItEjl5jRh5FE7zyrv4A;"Belief - Acoustic";"never going to win the world were never going to stop"
0ARK753YaiJbpLUk7z5yIM;"Dilemma";"his twoseater now thats gangsta and i got special ways to"
0arymh4a4YsUaps34DfA7L;"When Can I See You";"when can i see you again yeah baby please hear what im sayin"
0atAqF01mqwYOOfXVHu51F;"Fortunate";"so glad youre in my world just as"
0atfY1ew83Ql9nNnJiD2t5;"Bonita";"bailándome cerquita se pone caliente"
0atWq5Ua1ax7zMKDjSQEpg;"Dag 1";"om det der hold dig fra det der"
0AtY4uFaYBIl6tAjONkk1Z;"Your Peace (feat. Lil Baby)";"never they couldnt take your place place woo please dont make me wait wait"
0aUP7s7O3m8xFnQ1Ju0xbZ;"Trouble";"you got me in trouble im"
0AUyNF6iFxMNQsNx2nhtrw;"Blood // Water";"theres blood in the water when theres blood in the water oh oh when theres"
0avEVorPMJyPPolMbeonBB;"A las Cosas por Su Nombre";"mi reino a festivales europeos"
0avSZqODpo898TKYgxxFvZ;"Shame";"get in that pussy and she cop a seven every friday chuck the deuces"
0Ax7dxc1Moc2DXsBhtntOu;"Higher (feat. Deronda K. Lewis)";"higher higher higher right of the ground you take me higher higher you take"
0AY6XbTfRSk9wpCIQTnwc0;"Light Up the Sky";"then believe me theyll understand"
0aY9d4Kgyv6mzWTW5gNzSO;"Too Late";"chained while youve been running free now youve been running free can i be"
0AyAhgf2sihNnGt1ymLhg2;"My Death";"about the passing time but whatever is behind the door there is nothing much"
0aZ4vyAeoDqsP0zNEECrx6;"All The Way";"take you all the way heyheyhey when i love someone im loving all the"
0azC730Exh71aQlOt9Zj3y;"This Is What You Came For";"oh oh you oh ooh you"
0aZPhHp1DVNVS5HAWzpUsM;"Everybody Wants To Rule The World - Extended Version";"had to fade it everybody wants to rule the world na i"
0b0v9MiKhNBbgxSYpMZTVg;"Riot Rhythm";"best friend shes ok carve you out start today rush"
0B1zVsLqmV9ibIFdNS5tGs;"I Saw the Light";"it anymore cant you see the light in my"
0B2RttXEiyXsMeQ7mMP3EI;"Cruel (feat. ZAYN)";"your dress off ive been by myself remembering you your body hurts"
0b49amLX2WGFwGNmq6xE82;"Love Is a Bitch";"myself not to slip back into old"
0b4KxqG2zGWDh3iH571a7D;"Mafo";"original tramadol extra kuro n be gbess mafo mafo ko si"
0b5w1gamS9f239Sms9guAB;"They Don't Know";"wont let you down youll see babe youll see it dont listen to what people"
0B6Y0XZfvH7T45Z70tIGjM;"Endless, a Silent Whisper";"feel the thrill from words we say i love you embrace so"
0B8B8cVRFIG1yznoQe7c9s;"Setting Fires";"wouldnt i do to save you what would"
0B8QzDH7YWih85V5SEMnyJ;"Money Longer";"she call me daddy smokin"
0B9mYgnAQ1MHmhnfHNuo45;"King Harvest (Has Surely Come) - Alternate Take/Remastered";"e thats where i should be am bb c g i will hear"
0b9oOr2ZgvyQu88wzixux9;"This Is America";"your money black man black man black man you just"
0b9tA3TNHCzfbTh9mGloNx;"Seele";"hab ich stress macht mein baby bambam bin gefallen doch ich lebe"
0B9tlo3EDwWazIPlyWpKAH;"Sincera";"la stessa sorte e sono sincero io dico"
0badUCyexkIKRDWbBV9pgc;"A Donde";"qu sabes t de mi placer qu"
0bAkKNCQfWkexHFn7fIKns;"In My Feelings";"yeah kiki do you love me are you"
0Bbd5inN2znpGQkxZbqmmU;"Backyard Boogie";"its west till i die"
0bbw6Es6hgs9ybUisecefK;"We Sink";"on come on lets go"
0BCHLiF9rkE4yk5yfoVDWH;"Falling Down";"nobody cares to hear them shout our world is"
0bCPJsVGDxPYwQMDZMi4NW;"Estamos Arriba";"puta se quieran trepar arriba ey ey ey ey ey ey trepar"
0BCPKOYdS2jbQ8iyB56Zns;"Clocks";"part of the cure or am i part of the disease singing you"
0bdabO15YOj0iZPg2OujAw;"Let The Beat Build";"momma cant tell em and"
0BdAvd736NPBMWs6ayzQ3C;"Karate";"me see just like karate bass a"
0BDH10wUP5k1Pwzw8GjbvB;"Dynamite - Original Mix";"melt melt oh oh oh oh oh oh oh"
0BEIdPXZsO2pprPwKfTVjy;"Rump Shaker";"but relaxin the action is"
0BenZn1xELuxhb7Pjwyjxv;"Hooka";"media hermana juana es loca e la cabeza juana baila"
0BfLvshnvJldGROufmYCrv;"Song For You";"lives ive seen im thankful for this cause youre my favorite place"
0bfvHnWWOeU1U5XeKyVLbW;"Can't Take My Eyes off You";"hold you so much at long"
0BG2iE6McPhmAEKIhfqy1X;"Bad Moon Rising";"your life theres a bad"
0BgbobvykXxEvxo2HhCuvM;"Banana Pancakes";"youre my little lady lady lady love"
0BHRbisnHAEU4DtPyyMJDO;"I Seen A Man Die";"but glad to be the mans"
0bHs3ly4Bv5BlzE3KrePfX;"Golden";"its golden livin my life like its golden golden im taking my own freedom"
0BhvzFxq3FHiMdGcLiTphr;"Make It Better (feat. Smokey Robinson)";"well it be nice add a lil spice try some new seduction you"
0bIaAG656Kq0JGmw3N1TeS;"One For the Money";"ready are you ready motherfuckers are"
0BiGd2FNDQ0eh79ZHfp6tS;"All I Wanna Do";"wanna do is make love to you ill"
0BiH40c8QEvMBQm3lrFpZ0;"Ni Un Fruto";"más más del macho que es bruto no sale niunfruto pero no voya callar no"
0bJDMivi2n8cfFHyafRmwb;"Let You Know - Nathan C Remix";"keep on coming back boy i let you know that"
0bJncTmVkKIzgKK5jNopV8;"Fly By Night";"know why this feeling inside me says its time"
0BJTbkmrB2Y4E9M8qVzbYZ;"Feel It All Around";"spite of all the things you"
0BJU4rYOfj43xHw6gvTIwE;"Hold Me Now";"just what im asking it for oh"
0bK3jxkbq5cDKWr68KtO8G;"Una y Otra Vez";"otra vez y otra vez y siento que estaría bien"
0Bk4P8WODpjxTzu4ry5PGQ;"LUNA";"everybody everybody throw your hands up open your eyes"
0bkUkbJ1nEalT9uPKFP3Vc;"Bienvenidos - Live";"ti el rock existirá ayúdanos a conectar sólo por ti el rock"
0BkvZes677Mcp5WVUQjRxD;"ZEZE (feat. Travis Scott & Offset)";"on the scene i was on a bean when i jumped"
0bl3loogtnE6ssdEGb9GCn;"I Heard It Through The Grapevine - Single Version";"love you more it took me by surprise i must say"
0blBnxZjYFjP1DsyAuBo1O;"Rxdical Forever";"i be on some new shit penny for your"
0BlcnJ36zeJTr1wn2OCYnt;"Deliriously Good";"were turning off the lights because id love every little bit of you"
0bleWpLne79d7vpP1cUC4p;"Afternoon";"all comes down to whether you love me anymore"
0BLR0gzwIbPJlI5y2BUGYZ;"Ghost - Lost Kings Remix";"in the body sleeping next to me my ghost whered you go what happened"
0bmB3nzQuHBfI6nM4SETVu;"Surrender";"walls make them fall make them all disappear if you hold me now"
0bMRpUsk1IWi5O2NIkWsqR;"Mayor Que Yo 3";"que yo 3 ft don omar wisin yandel  daddy"
0BMXB8USeC2zVufRWBcMuY;"Vete";"querer volver a estar a mi"
0BN9Ray5nJxg1hWhPTY3ka;"The High Road";"i the high road is hard to find a detour"
0BnTBAGmr9FtYwkZrwKhwS;"Just Us (feat. SZA)";"with us this kinda love dangerous when theres nothing else"
0BoL0e5lLRCOEdOs55YcIF;"Blood - Remix";"nunca he tenido una rich life pero he follado en un bentley gotea mi"
0BOm90PDLRJpTSqqd6z52E;"Sola";"nadie te ve como yo dime que no pasan las horas si estamos los"
0bORa4VpL8NzyMXEI6UFGK;"Long Road To Ruin";"road to ruin there in your eyes under the cold streetlights"
0bOwePluW3m4oMa9LR7kdy;"Is' mir egal";"gucken was noch so passiert blau patroulliert wir geben einen fick drauf elektrobike kickdown"
0BP7uJvIKL26tsRut1VZML;"Von unten nach oben";"der hood chilln friedenspfeife heiraten niemand geben rein jagen hotbox im"
0Bpi22ShKYtb49C9Bty7Ke;"The Bomb";"this thing is really on im sprung on you"
0Bpkq4z0VfjkO7kUME8gks;"Forever";"slow fuck no go for broke his cup"
0BPTTsnnfz44XmZn3EE0oo;"Song To The Siren (Remastered)";"i am here i am waiting to hold you"
0bqbHSWQShDF7sv8DFMcAA;"My Small Town";"you could get on line and all the neighbors waved"
0bqfNDZvqXB10fUKSfj6mY;"Tu Luz";"lo suficiente es hora ya de despertar para iniciar la busqueda"
0BqY7i5dFenEnkYGoK42Uv;"The Format";"bedstuy to the east im too at peace"
0bqz8PQRyKw8Uwi02NsV3q;"Beast";"have five seconds to terminate this tape five four three two"
0BrhmLM6npAnM6Nce5oZGQ;"Tell Me You Love Me - NOTD Remix";"got it bad baby i got it bad oh tell me you love"
0BryGBaXMKkNapnKtbJJnb;"Kannste ma sehn";"männer aus der hansestadt die was zu melden haben bonez und baba"
0brzJEyCEVzjAQsCgCqxqb;"Pretending (feat. Jessie Reyez)";"try to stop me dont stop til the liquors done i dont need pussy"
0Bs0hUYxz7REyIHH7tRhL2;"Helter Skelter - Remastered 2009";"fast but im miles above you tell"
0bs6tC9MHag57CQU3A0Im1;"The Reason (Sean Cook Remix)";"darkness into color youve opened up my eyes youre"
0bSr5pybJSlgG5OZH441gF;"Simply Irresistible";"money went simply irresistible shes all mine theres no other way to"
0BTAWeXFNhgAYixu5YGtE8;"Red";"말이야 너만은 너를 떠나지마 여긴 나 하나밖에 없다고 나 지금 변해"
0BTGqPIW9acmhhUmENkq5r;"If You Love Me";"it show it prove it say it do it show it prove"
0bTgregq5i4cNxbmQMOUm4;"Cool Blue";"for me and these days they"
0bTjMx79m5NMCsHDTyAwBY;"Already Dead";"and break me but you cant kill me cause im already"
0BTYL86ryKRHvAndNeoiuP;"Fly Like An Eagle";"til im free fly through the revolution tick tock tick doo doo"
0bVtevEgtDIeRjCJbK3Lmv;"Welcome To The Jungle";"its going to bring you"
0BWx2N8CosqHVKkofenY3R;"Want You Back";"want you back like a kiss on the face that the"
